bnf_code,name,vpid,form,form_indicator,form_size,form_units,unit_of_measure,numerator,numerator_unit_of_measure,denominator,denominator_unit_of_measure,ingredient_count
0101012B0BFAABW,S-Bicarb 420mg/5ml (1mmol/ml) oral solution,8722611000001107,Oral solution,Continuous,,,,84,mg,1,ml,1
0101012B0BGAAAB,S-Bicarb SF 420mg/5ml (1mmol/ml) oral solution,16596711000001103,Oral solution,Continuous,,,,84,mg,1,ml,1
0101012B0BHAAAP,Numark Sodium bicarbonate powder,326596005,Powder,Continuous,,,,1,mg,1,mg,1
0101012B0BIAAAB,Thamicarb 84mg/1ml oral solution,16596711000001103,Oral solution,Continuous,,,,84,mg,1,ml,1
010102100AAABAB,Generic Rennie Deflatine chewable tablets sugar free,4009811000001105,Chewable tablet,Discrete,1,tablet,tablet,25,mg,,,3
010102100AAABAB,Generic Rennie Deflatine chewable tablets sugar free,4009811000001105,Chewable tablet,Discrete,1,tablet,tablet,80,mg,,,3
010102100AAABAB,Generic Rennie Deflatine chewable tablets sugar free,4009811000001105,Chewable tablet,Discrete,1,tablet,tablet,680,mg,,,3
010102100AAAFAF,Calcium carbonate 680mg / Magnesium carbonate heavy 80mg chewable tablets,9519311000001101,Chewable tablet,Discrete,1,tablet,tablet,80,mg,,,2
010102100AAAFAF,Calcium carbonate 680mg / Magnesium carbonate heavy 80mg chewable tablets,9519311000001101,Chewable tablet,Discrete,1,tablet,tablet,680,mg,,,2
010102100AAAGAG,Bismuth subsalicylate 17.5mg/1ml oral suspension sugar free,8071411000001101,Oral suspension,Continuous,,,,17.5,mg,1,ml,1
010102100AAAHAH,Calcium carbonate 680mg / Magnesium carbonate heavy 80mg chewable tablets sugar free,11787311000001104,Chewable tablet,Discrete,1,tablet,tablet,80,mg,,,2
010102100AAAHAH,Calcium carbonate 680mg / Magnesium carbonate heavy 80mg chewable tablets sugar free,11787311000001104,Chewable tablet,Discrete,1,tablet,tablet,680,mg,,,2
010102100AAAIAI,Bismuth subsalicylate 262.5mg chewable tablets sugar free,15647911000001102,Chewable tablet,Discrete,1,tablet,tablet,262.5,mg,,,1
010102100BBABAB,Rennie Deflatine chewable tablets,4009811000001105,Chewable tablet,Discrete,1,tablet,tablet,25,mg,,,3
010102100BBABAB,Rennie Deflatine chewable tablets,4009811000001105,Chewable tablet,Discrete,1,tablet,tablet,80,mg,,,3
010102100BBABAB,Rennie Deflatine chewable tablets,4009811000001105,Chewable tablet,Discrete,1,tablet,tablet,680,mg,,,3
010102100BBADA0,Carbellon tablets,4672011000001108,Tablet,Discrete,1,tablet,tablet,100,mg,,,2
010102100BBAFA0,Boots Indigestion Relief chewable tablets original,9117211000001106,Chewable tablet,Discrete,1,tablet,tablet,10,mg,,,5
010102100BBAFA0,Boots Indigestion Relief chewable tablets original,9117211000001106,Chewable tablet,Discrete,1,tablet,tablet,60,mg,,,5
010102100BBAFA0,Boots Indigestion Relief chewable tablets original,9117211000001106,Chewable tablet,Discrete,1,tablet,tablet,200,mg,,,5
010102100BBAJA0,Bisodol Wind Relief tablets,4650711000001109,Tablet,Discrete,1,tablet,tablet,63,mg,,,4
010102100BBAJA0,Bisodol Wind Relief tablets,4650711000001109,Tablet,Discrete,1,tablet,tablet,68,mg,,,4
010102100BBAJA0,Bisodol Wind Relief tablets,4650711000001109,Tablet,Discrete,1,tablet,tablet,100,mg,,,4
010102100BBAJA0,Bisodol Wind Relief tablets,4650711000001109,Tablet,Discrete,1,tablet,tablet,522,mg,,,4
010102100BBAKA0,Pepcidtwo chewable tablets,4349811000001102,Chewable tablet,Discrete,1,tablet,tablet,10,mg,,,3
010102100BBAKA0,Pepcidtwo chewable tablets,4349811000001102,Chewable tablet,Discrete,1,tablet,tablet,165,mg,,,3
010102100BBAKA0,Pepcidtwo chewable tablets,4349811000001102,Chewable tablet,Discrete,1,tablet,tablet,800,mg,,,3
010102100BBAMA0,Bisodol Indigestion Relief chewable tablets,4932911000001105,Chewable tablet,Discrete,1,tablet,tablet,64,mg,,,3
010102100BBAMA0,Bisodol Indigestion Relief chewable tablets,4932911000001105,Chewable tablet,Discrete,1,tablet,tablet,68,mg,,,3
010102100BBAMA0,Bisodol Indigestion Relief chewable tablets,4932911000001105,Chewable tablet,Discrete,1,tablet,tablet,522,mg,,,3
010102100BBANA0,Bisodol Indigestion Relief oral powder,4933011000001102,Powder,Continuous,,,,18,mg,1,gram,3
010102100BBANA0,Bisodol Indigestion Relief oral powder,4933011000001102,Powder,Continuous,,,,345,mg,1,gram,3
010102100BBANA0,Bisodol Indigestion Relief oral powder,4933011000001102,Powder,Continuous,,,,532,mg,1,gram,3
010102100BBAQAF,Rennie Peppermint chewable tablets,9519311000001101,Chewable tablet,Discrete,1,tablet,tablet,80,mg,,,2
010102100BBAQAF,Rennie Peppermint chewable tablets,9519311000001101,Chewable tablet,Discrete,1,tablet,tablet,680,mg,,,2
010102100BBARAF,Rennie Spearmint chewable tablets,9519311000001101,Chewable tablet,Discrete,1,tablet,tablet,80,mg,,,2
010102100BBARAF,Rennie Spearmint chewable tablets,9519311000001101,Chewable tablet,Discrete,1,tablet,tablet,680,mg,,,2
010102100BBASA0,Eno effervescent powder,9531811000001103,Effervescent powder,Continuous,,,,100,mg,1,gram,3
010102100BBASA0,Eno effervescent powder,9531811000001103,Effervescent powder,Continuous,,,,436,mg,1,gram,3
010102100BBASA0,Eno effervescent powder,9531811000001103,Effervescent powder,Continuous,,,,464,mg,1,gram,3
010102100BBATA0,Eno effervescent powder 5g sachets,9531711000001106,Effervescent powder,Discrete,1,sachet,sachet,100,mg,1,gram,3
010102100BBATA0,Eno effervescent powder 5g sachets,9531711000001106,Effervescent powder,Discrete,1,sachet,sachet,436,mg,1,gram,3
010102100BBATA0,Eno effervescent powder 5g sachets,9531711000001106,Effervescent powder,Discrete,1,sachet,sachet,464,mg,1,gram,3
010102100BBAUA0,Boots Indigestion Relief chewable tablets peppermint,9552911000001101,Chewable tablet,Discrete,1,tablet,tablet,60,mg,,,4
010102100BBAUA0,Boots Indigestion Relief chewable tablets peppermint,9552911000001101,Chewable tablet,Discrete,1,tablet,tablet,200,mg,,,4
010102100BBAWAG,Pepto-Bismol 17.5mg/1ml oral suspension,8071411000001101,Oral suspension,Continuous,,,,17.5,mg,1,ml,1
010102100BBAXA0,Galpharm 3-In-1 Antacid chewable tablets,8116211000001106,Chewable tablet,Discrete,1,tablet,tablet,165,mg,,,3
010102100BBAXA0,Galpharm 3-In-1 Antacid chewable tablets,8116211000001106,Chewable tablet,Discrete,1,tablet,tablet,175.5,mg,,,3
010102100BBAXA0,Galpharm 3-In-1 Antacid chewable tablets,8116211000001106,Chewable tablet,Discrete,1,tablet,tablet,400,mg,,,3
010102100BBAYA0,Bisodol Extra Strong Mint chewable tablets,4932911000001105,Chewable tablet,Discrete,1,tablet,tablet,64,mg,,,3
010102100BBAYA0,Bisodol Extra Strong Mint chewable tablets,4932911000001105,Chewable tablet,Discrete,1,tablet,tablet,68,mg,,,3
010102100BBAYA0,Bisodol Extra Strong Mint chewable tablets,4932911000001105,Chewable tablet,Discrete,1,tablet,tablet,522,mg,,,3
010102100BBAZA0,Rennie Extra chewable tablets,11393311000001106,Chewable tablet,Discrete,1,tablet,tablet,73.5,mg,,,3
010102100BBAZA0,Rennie Extra chewable tablets,11393311000001106,Chewable tablet,Discrete,1,tablet,tablet,150,mg,,,3
010102100BBAZA0,Rennie Extra chewable tablets,11393311000001106,Chewable tablet,Discrete,1,tablet,tablet,625,mg,,,3
010102100BBBAAH,Rennie Sugar Free chewable tablets,11787311000001104,Chewable tablet,Discrete,1,tablet,tablet,80,mg,,,2
010102100BBBAAH,Rennie Sugar Free chewable tablets,11787311000001104,Chewable tablet,Discrete,1,tablet,tablet,680,mg,,,2
010102100BBBCAF,Rennie Ice chewable tablets,9519311000001101,Chewable tablet,Discrete,1,tablet,tablet,80,mg,,,2
010102100BBBCAF,Rennie Ice chewable tablets,9519311000001101,Chewable tablet,Discrete,1,tablet,tablet,680,mg,,,2
010102100BBBDAI,Pepto-Bismol 262.5mg chewable tablets,15647911000001102,Chewable tablet,Discrete,1,tablet,tablet,262.5,mg,,,1
010102100BBBEA0,Indian Brandee oral liquid,16750011000001106,Liquid,Discrete,5,ml,spoonful,,,,,
010102100BBBFAG,Boots Pepti-Calm 525.6mg/30ml oral suspension,8071411000001101,Oral suspension,Continuous,,,,17.5,mg,1,ml,1
0101021B0AAAAAA,Generic Algicon oral suspension sugar free,3387411000001103,Oral suspension,Discrete,5,ml,spoonful,10,mg,1,ml,4
0101021B0AAAAAA,Generic Algicon oral suspension sugar free,3387411000001103,Oral suspension,Discrete,5,ml,spoonful,28,mg,1,ml,4
0101021B0AAAAAA,Generic Algicon oral suspension sugar free,3387411000001103,Oral suspension,Discrete,5,ml,spoonful,35,mg,1,ml,4
0101021B0AAAAAA,Generic Algicon oral suspension sugar free,3387411000001103,Oral suspension,Discrete,5,ml,spoonful,50,mg,1,ml,4
0101021B0AAABAB,Generic Algicon chewable tablets,3766211000001103,Chewable tablet,Discrete,1,tablet,tablet,100,mg,,,4
0101021B0AAABAB,Generic Algicon chewable tablets,3766211000001103,Chewable tablet,Discrete,1,tablet,tablet,320,mg,,,4
0101021B0AAABAB,Generic Algicon chewable tablets,3766211000001103,Chewable tablet,Discrete,1,tablet,tablet,360,mg,,,4
0101021B0AAABAB,Generic Algicon chewable tablets,3766211000001103,Chewable tablet,Discrete,1,tablet,tablet,500,mg,,,4
0101021B0AAACAC,Generic Gastrocote chewable tablets,3401911000001105,Chewable tablet,Discrete,1,tablet,tablet,40,mg,,,4
0101021B0AAACAC,Generic Gastrocote chewable tablets,3401911000001105,Chewable tablet,Discrete,1,tablet,tablet,70,mg,,,4
0101021B0AAACAC,Generic Gastrocote chewable tablets,3401911000001105,Chewable tablet,Discrete,1,tablet,tablet,80,mg,,,4
0101021B0AAACAC,Generic Gastrocote chewable tablets,3401911000001105,Chewable tablet,Discrete,1,tablet,tablet,200,mg,,,4
0101021B0AAAFAF,Generic Topal chewable tablets,3556811000001105,Chewable tablet,Discrete,1,tablet,tablet,30,mg,,,3
0101021B0AAAFAF,Generic Topal chewable tablets,3556811000001105,Chewable tablet,Discrete,1,tablet,tablet,40,mg,,,3
0101021B0AAAFAF,Generic Topal chewable tablets,3556811000001105,Chewable tablet,Discrete,1,tablet,tablet,200,mg,,,3
0101021B0AAAGAG,Generic Gaviscon 500mg chewable tablets sugar free,3402011000001103,Chewable tablet,Discrete,1,tablet,tablet,25,mg,,,4
0101021B0AAAGAG,Generic Gaviscon 500mg chewable tablets sugar free,3402011000001103,Chewable tablet,Discrete,1,tablet,tablet,100,mg,,,4
0101021B0AAAGAG,Generic Gaviscon 500mg chewable tablets sugar free,3402011000001103,Chewable tablet,Discrete,1,tablet,tablet,170,mg,,,4
0101021B0AAAGAG,Generic Gaviscon 500mg chewable tablets sugar free,3402011000001103,Chewable tablet,Discrete,1,tablet,tablet,500,mg,,,4
0101021B0AAAHAH,Alginate raft-forming oral suspension sugar free,3402111000001102,Oral suspension,Discrete,5,ml,spoonful,16,mg,1,ml,3
0101021B0AAAHAH,Alginate raft-forming oral suspension sugar free,3402111000001102,Oral suspension,Discrete,5,ml,spoonful,26.7,mg,1,ml,3
0101021B0AAAHAH,Alginate raft-forming oral suspension sugar free,3402111000001102,Oral suspension,Discrete,5,ml,spoonful,50,mg,1,ml,3
0101021B0AAAHAH,Alginate raft-forming oral suspension sugar free aniseed,3402111000001102,Oral suspension,Discrete,5,ml,spoonful,16,mg,1,ml,3
0101021B0AAAHAH,Alginate raft-forming oral suspension sugar free aniseed,3402111000001102,Oral suspension,Discrete,5,ml,spoonful,26.7,mg,1,ml,3
0101021B0AAAHAH,Alginate raft-forming oral suspension sugar free aniseed,3402111000001102,Oral suspension,Discrete,5,ml,spoonful,50,mg,1,ml,3
0101021B0AAAHAH,Alginate raft-forming oral suspension sugar free peppermint,3402111000001102,Oral suspension,Discrete,5,ml,spoonful,16,mg,1,ml,3
0101021B0AAAHAH,Alginate raft-forming oral suspension sugar free peppermint,3402111000001102,Oral suspension,Discrete,5,ml,spoonful,26.7,mg,1,ml,3
0101021B0AAAHAH,Alginate raft-forming oral suspension sugar free peppermint,3402111000001102,Oral suspension,Discrete,5,ml,spoonful,50,mg,1,ml,3
0101021B0AAAIAI,Generic Gastrocote liquid sugar free,3401811000001100,Oral suspension,Discrete,5,ml,spoonful,8,mg,1,ml,4
0101021B0AAAIAI,Generic Gastrocote liquid sugar free,3401811000001100,Oral suspension,Discrete,5,ml,spoonful,14,mg,1,ml,4
0101021B0AAAIAI,Generic Gastrocote liquid sugar free,3401811000001100,Oral suspension,Discrete,5,ml,spoonful,16,mg,1,ml,4
0101021B0AAAIAI,Generic Gastrocote liquid sugar free,3401811000001100,Oral suspension,Discrete,5,ml,spoonful,44,mg,1,ml,4
0101021B0AAAJAJ,Sodium alginate 225mg/dose / Magnesium alginate 87.5mg/dose oral powder sachets sugar free,400425003,Powder,Discrete,1,sachet,sachet,87.5,mg,,,2
0101021B0AAAJAJ,Sodium alginate 225mg/dose / Magnesium alginate 87.5mg/dose oral powder sachets sugar free,400425003,Powder,Discrete,1,sachet,sachet,225,mg,,,2
0101021B0AAALAL,Sodium alginate 500mg/5ml / Potassium bicarbonate 100mg/5ml oral suspension sugar free,400364004,Oral suspension,Discrete,5,ml,spoonful,20,mg,1,ml,2
0101021B0AAALAL,Sodium alginate 500mg/5ml / Potassium bicarbonate 100mg/5ml oral suspension sugar free,400364004,Oral suspension,Discrete,5,ml,spoonful,100,mg,1,ml,2
0101021B0AAAMAM,Generic Gaviscon Liquid 10ml sachets sugar free,13531911000001105,Oral suspension,Discrete,10,ml,sachet,16,mg,1,ml,3
0101021B0AAAMAM,Generic Gaviscon Liquid 10ml sachets sugar free,13531911000001105,Oral suspension,Discrete,10,ml,sachet,26.7,mg,1,ml,3
0101021B0AAAMAM,Generic Gaviscon Liquid 10ml sachets sugar free,13531911000001105,Oral suspension,Discrete,10,ml,sachet,50,mg,1,ml,3
0101021B0AAANAN,Generic Rennie Liquid Relief oral suspension sugar free,3554311000001107,Oral suspension,Discrete,5,ml,spoonful,14,mg,1,ml,3
0101021B0AAANAN,Generic Rennie Liquid Relief oral suspension sugar free,3554311000001107,Oral suspension,Discrete,5,ml,spoonful,30,mg,1,ml,3
0101021B0AAANAN,Generic Rennie Liquid Relief oral suspension sugar free,3554311000001107,Oral suspension,Discrete,5,ml,spoonful,120,mg,1,ml,3
0101021B0AAAPAP,Sodium alginate 500mg / Potassium bicarbonate 100mg chewable tablets sugar free,9046011000001100,Chewable tablet,Discrete,1,tablet,tablet,100,mg,,,2
0101021B0AAAPAP,Sodium alginate 500mg / Potassium bicarbonate 100mg chewable tablets sugar free,9046011000001100,Chewable tablet,Discrete,1,tablet,tablet,500,mg,,,2
0101021B0BBAAAA,Algicon oral suspension,3387411000001103,Oral suspension,Discrete,5,ml,spoonful,10,mg,1,ml,4
0101021B0BBAAAA,Algicon oral suspension,3387411000001103,Oral suspension,Discrete,5,ml,spoonful,28,mg,1,ml,4
0101021B0BBAAAA,Algicon oral suspension,3387411000001103,Oral suspension,Discrete,5,ml,spoonful,35,mg,1,ml,4
0101021B0BBAAAA,Algicon oral suspension,3387411000001103,Oral suspension,Discrete,5,ml,spoonful,50,mg,1,ml,4
0101021B0BBABAB,Algicon chewable tablets,3766211000001103,Chewable tablet,Discrete,1,tablet,tablet,100,mg,,,4
0101021B0BBABAB,Algicon chewable tablets,3766211000001103,Chewable tablet,Discrete,1,tablet,tablet,320,mg,,,4
0101021B0BBABAB,Algicon chewable tablets,3766211000001103,Chewable tablet,Discrete,1,tablet,tablet,360,mg,,,4
0101021B0BBABAB,Algicon chewable tablets,3766211000001103,Chewable tablet,Discrete,1,tablet,tablet,500,mg,,,4
0101021B0BCAAAC,Gastrocote chewable tablets,3401911000001105,Chewable tablet,Discrete,1,tablet,tablet,40,mg,,,4
0101021B0BCAAAC,Gastrocote chewable tablets,3401911000001105,Chewable tablet,Discrete,1,tablet,tablet,70,mg,,,4
0101021B0BCAAAC,Gastrocote chewable tablets,3401911000001105,Chewable tablet,Discrete,1,tablet,tablet,80,mg,,,4
0101021B0BCAAAC,Gastrocote chewable tablets,3401911000001105,Chewable tablet,Discrete,1,tablet,tablet,200,mg,,,4
0101021B0BCABAI,Gastrocote liquid,3401811000001100,Oral suspension,Discrete,5,ml,spoonful,8,mg,1,ml,4
0101021B0BCABAI,Gastrocote liquid,3401811000001100,Oral suspension,Discrete,5,ml,spoonful,14,mg,1,ml,4
0101021B0BCABAI,Gastrocote liquid,3401811000001100,Oral suspension,Discrete,5,ml,spoonful,16,mg,1,ml,4
0101021B0BCABAI,Gastrocote liquid,3401811000001100,Oral suspension,Discrete,5,ml,spoonful,44,mg,1,ml,4
0101021B0BEABAG,Gaviscon 500mg chewable tablets peppermint,3402011000001103,Chewable tablet,Discrete,1,tablet,tablet,25,mg,,,4
0101021B0BEABAG,Gaviscon 500mg chewable tablets peppermint,3402011000001103,Chewable tablet,Discrete,1,tablet,tablet,100,mg,,,4
0101021B0BEABAG,Gaviscon 500mg chewable tablets peppermint,3402011000001103,Chewable tablet,Discrete,1,tablet,tablet,170,mg,,,4
0101021B0BEABAG,Gaviscon 500mg chewable tablets peppermint,3402011000001103,Chewable tablet,Discrete,1,tablet,tablet,500,mg,,,4
0101021B0BEACAH,Gaviscon Original Aniseed Relief,3402111000001102,Oral suspension,Discrete,5,ml,spoonful,16,mg,1,ml,3
0101021B0BEACAH,Gaviscon Original Aniseed Relief,3402111000001102,Oral suspension,Discrete,5,ml,spoonful,26.7,mg,1,ml,3
0101021B0BEACAH,Gaviscon Original Aniseed Relief,3402111000001102,Oral suspension,Discrete,5,ml,spoonful,50,mg,1,ml,3
0101021B0BEADAJ,Gaviscon Infant oral powder sachets,400425003,Powder,Discrete,1,sachet,sachet,87.5,mg,,,2
0101021B0BEADAJ,Gaviscon Infant oral powder sachets,400425003,Powder,Discrete,1,sachet,sachet,225,mg,,,2
0101021B0BEAFAH,Gaviscon Peppermint Liquid Relief,3402111000001102,Oral suspension,Discrete,5,ml,spoonful,16,mg,1,ml,3
0101021B0BEAFAH,Gaviscon Peppermint Liquid Relief,3402111000001102,Oral suspension,Discrete,5,ml,spoonful,26.7,mg,1,ml,3
0101021B0BEAFAH,Gaviscon Peppermint Liquid Relief,3402111000001102,Oral suspension,Discrete,5,ml,spoonful,50,mg,1,ml,3
0101021B0BEAHAG,Gaviscon 500mg chewable tablets lemon,3402011000001103,Chewable tablet,Discrete,1,tablet,tablet,25,mg,,,4
0101021B0BEAHAG,Gaviscon 500mg chewable tablets lemon,3402011000001103,Chewable tablet,Discrete,1,tablet,tablet,100,mg,,,4
0101021B0BEAHAG,Gaviscon 500mg chewable tablets lemon,3402011000001103,Chewable tablet,Discrete,1,tablet,tablet,170,mg,,,4
0101021B0BEAHAG,Gaviscon 500mg chewable tablets lemon,3402011000001103,Chewable tablet,Discrete,1,tablet,tablet,500,mg,,,4
0101021B0BEAIAL,Gaviscon Advance oral suspension aniseed,400364004,Oral suspension,Discrete,5,ml,spoonful,20,mg,1,ml,2
0101021B0BEAIAL,Gaviscon Advance oral suspension aniseed,400364004,Oral suspension,Discrete,5,ml,spoonful,100,mg,1,ml,2
0101021B0BEAJAM,Gaviscon Liquid 10ml sachets,13531911000001105,Oral suspension,Discrete,10,ml,sachet,16,mg,1,ml,3
0101021B0BEAJAM,Gaviscon Liquid 10ml sachets,13531911000001105,Oral suspension,Discrete,10,ml,sachet,26.7,mg,1,ml,3
0101021B0BEAJAM,Gaviscon Liquid 10ml sachets,13531911000001105,Oral suspension,Discrete,10,ml,sachet,50,mg,1,ml,3
0101021B0BEALA0,Gaviscon Extra Strength chewable tablets lemon,3402011000001103,Chewable tablet,Discrete,1,tablet,tablet,25,mg,,,4
0101021B0BEALA0,Gaviscon Extra Strength chewable tablets lemon,3402011000001103,Chewable tablet,Discrete,1,tablet,tablet,100,mg,,,4
0101021B0BEALA0,Gaviscon Extra Strength chewable tablets lemon,3402011000001103,Chewable tablet,Discrete,1,tablet,tablet,170,mg,,,4
0101021B0BEALA0,Gaviscon Extra Strength chewable tablets lemon,3402011000001103,Chewable tablet,Discrete,1,tablet,tablet,500,mg,,,4
0101021B0BEAMA0,Gaviscon Extra Strength chewable tablets peppermint,3402011000001103,Chewable tablet,Discrete,1,tablet,tablet,25,mg,,,4
0101021B0BEAMA0,Gaviscon Extra Strength chewable tablets peppermint,3402011000001103,Chewable tablet,Discrete,1,tablet,tablet,100,mg,,,4
0101021B0BEAMA0,Gaviscon Extra Strength chewable tablets peppermint,3402011000001103,Chewable tablet,Discrete,1,tablet,tablet,170,mg,,,4
0101021B0BEAMA0,Gaviscon Extra Strength chewable tablets peppermint,3402011000001103,Chewable tablet,Discrete,1,tablet,tablet,500,mg,,,4
0101021B0BEANAH,Gaviscon Cool Liquid,3402111000001102,Oral suspension,Discrete,5,ml,spoonful,16,mg,1,ml,3
0101021B0BEANAH,Gaviscon Cool Liquid,3402111000001102,Oral suspension,Discrete,5,ml,spoonful,26.7,mg,1,ml,3
0101021B0BEANAH,Gaviscon Cool Liquid,3402111000001102,Oral suspension,Discrete,5,ml,spoonful,50,mg,1,ml,3
0101021B0BEAPA0,Gaviscon Cool chewable tablets,8066511000001102,Chewable tablet,Discrete,1,tablet,tablet,80,mg,,,3
0101021B0BEAPA0,Gaviscon Cool chewable tablets,8066511000001102,Chewable tablet,Discrete,1,tablet,tablet,133.5,mg,,,3
0101021B0BEAPA0,Gaviscon Cool chewable tablets,8066511000001102,Chewable tablet,Discrete,1,tablet,tablet,250,mg,,,3
0101021B0BEAQAP,Gaviscon Advance Mint chewable tablets,9046011000001100,Chewable tablet,Discrete,1,tablet,tablet,100,mg,,,2
0101021B0BEAQAP,Gaviscon Advance Mint chewable tablets,9046011000001100,Chewable tablet,Discrete,1,tablet,tablet,500,mg,,,2
0101021B0BEARA0,Gaviscon Double Action chewable tablets,10655711000001101,Chewable tablet,Discrete,1,tablet,tablet,106.5,mg,,,3
0101021B0BEARA0,Gaviscon Double Action chewable tablets,10655711000001101,Chewable tablet,Discrete,1,tablet,tablet,187.5,mg,,,3
0101021B0BEARA0,Gaviscon Double Action chewable tablets,10655711000001101,Chewable tablet,Discrete,1,tablet,tablet,250,mg,,,3
0101021B0BEASA0,Gaviscon Double Action Liquid peppermint,10655611000001105,Oral suspension,Discrete,5,ml,spoonful,21.3,mg,1,ml,3
0101021B0BEASA0,Gaviscon Double Action Liquid peppermint,10655611000001105,Oral suspension,Discrete,5,ml,spoonful,32.5,mg,1,ml,3
0101021B0BEASA0,Gaviscon Double Action Liquid peppermint,10655611000001105,Oral suspension,Discrete,5,ml,spoonful,50,mg,1,ml,3
0101021B0BEATA0,Gaviscon Lemon chewable tablets,8066511000001102,Chewable tablet,Discrete,1,tablet,tablet,80,mg,,,3
0101021B0BEATA0,Gaviscon Lemon chewable tablets,8066511000001102,Chewable tablet,Discrete,1,tablet,tablet,133.5,mg,,,3
0101021B0BEATA0,Gaviscon Lemon chewable tablets,8066511000001102,Chewable tablet,Discrete,1,tablet,tablet,250,mg,,,3
